1;220CF283A938129503915E852CB159AF5AB3BCBE189DDEFA75FA544B1DCBE3D5;2022-07-22T10:06:13.092Z;cfigurepayomni;17067;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;1FC0BD5E06C5255BD95A6841746B6447DC76DD629066B208CF0604B41D2A0AC1;2022-07-22T10:06:00.582Z;cfigurepayomni;63132;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;3FA859FECC729801E88A47ECABB1238C7878EF4103952EB7061813DD86120A23;2022-07-22T10:05:33.674Z;cfigurepayomni;92801;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;911431DB6677AA6B676F6035EB65C4A1EA7AB6EF4163C631099D28EDEE05F6EC;2022-07-22T19:03:08.179Z;cfigureomni;625000;pb13p3fe2ydk7p6q9th5gl5ha4vmnz3ztpheqmkvz
1;B21E29268C8498DAF8BCB827BCBA86E3D255BCB5A03B6E4EA5ACE5BEAB3063C2;2022-07-22T10:06:53.462Z;cfigurepayomni;9;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;49C5FE9895AEECC88CF107EE827FD64CCA27033CA5F0E51AB05571F8CCD122E5;2022-07-22T16:05:04.856Z;cfigurepayomni;65000;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;581CF93C9316C6E63377ADD496F6C535167E0822DB9FF67123A5862D5C2C928A;2022-07-22T19:28:10.789Z;cfigureomni;758500;pb13p3fe2ydk7p6q9th5gl5ha4vmnz3ztpheqmkvz
1;FB0344855A661C8EAAF0079B49837EA84BCBAC0A84A4184F6505CE22904762B0;2022-07-22T10:05:55.249Z;cfigurepayomni;52;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;AE528063E06905DEEBFEE765788AB3474797FE5FBE9A0AC9CB1299D158D23E77;2022-07-22T10:06:46.986Z;cfigurepayomni;16128;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;420837DFE9F24AE63F01D270D6BE4A59B616ACB8B2709AEB9659002F053F6CB5;2022-07-22T10:06:19.525Z;cfigurepayomni;291786;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
1;DB7180ADD4E3794DFA5350309B437836040E1933649802137F48AA86D40DDD58;2022-07-22T16:05:11.311Z;cfigurepayomni;153539;pb1g2m2vp59amxd0hp5502e22hp0yprujd23z4qah
